file|split|txt|ipa
GE005_16|train|sind es die sogenannten affären also die vorteile die politiker neben ihrer amtsausstattung in anspruch nehmen keine partei kann sagen bei ihr komme dergleichen nicht vor|zɪnt ɛs diː zoːɡənantən afɛːrən alzoː diː foːɾtaɪlə diː poːliːtiːkɜ neːbən iːrɜ amtzaʊsʃtatʊŋ ɪn anʃpɾʊx neːmən kaɪnə paɾtaɪ kan zɑːɡən baɪ iːɾ kɔmə dɛɾɡlaɪçən nɪçt fɔɾ 
GE005_17|train|wer von artikel 51 abweichende interventionen verlange müsse die un-charta ändern oder die vereinten nationen verlassen schreibt vergau|veːɾ fɔn aɾtiːkəl aɪn ʊntfʏnftsɪç apvaɪçəndə ɪntɜvɛntsɪoːnən fɛɾlaŋə mʏsə diː ʊnʃaɾtɑː ɛndɜn oːdɜ diː fɛɾaɪntən natsɪoːnən fɛɾlasən ʃraɪpt fɛɾɡaʊ 
GE005_18|train|das hoch wird mit seinem zentrum zum balkan zurückweichen und an seiner flanke wird mehr als bisher aus südöstlicher richtung eine mächtigere schicht feuchter luft herandriften|das hoːx vɪɾd mɪt zaɪnəm tsɛntɾʊm tsʊm balkɑːn tsuːrʏkvaɪçən ʊnt an zaɪnɜ flaŋkə vɪɾt meːɾ als bɪsheːɾ aʊs zyːtœstlɪçɜ rɪçtʊŋ aɪnə mɛçtɪɡərə ʃɪçt fɔøçtɜ lʊft hɛrandɾɪftən 
GE005_19|train|er sagte aber daß sie vom kollektiven führungsgremium dem staatspräsidium abgegeben werde|ɛɾ zɑːɡtə ɑːbɜ das ziː fɔm kɔlɛktiːvən fyːrʊŋsɡɾeːmiːʊm deːm ʃtɑːtʃpɾɛːziːdiːʊm apɡəɡeːbən vɛɾdə 
GE005_20|train|als nach tagesanbruch die gegend abgesucht worden sei hätten sie und die polizei von puerto rico in einer höhle versteckt fünfzehn juteballen mit kokain gefunden hieß es|als nɑːx tɑɡeːzanbɾʊx diː ɡeːɡənt apɡəzuːxt vɔɾdən zaɪ hɛtən ziː ʊnt diː poːliːtsaɪ fɔn puːɜtoː riːkoː ɪn aɪnɜ høːlə fɛɾʃtɛkt fʏnftseːn juːteːbalən mɪt koːkaɪn ɡəfʊndən hiːs ɛs 
GE005_21|train|die jüngste anhörung sollte durchsichtigkeit für verunsicherte bürger und politiker schaffen aber offenbar auch gegnern des großprojektes als forum dienen|diː jʏŋstə anhøːrʊŋ zɔltə dʊɐçzɪçtɪçkaɪt fyːɾ fɛɾʊnzɪçɜtə bʏɾɡɜ ʊnt poːliːtiːkɜ ʃafən ɑːbɜ ɔfənbɑːɾ aʊx ɡeːɡnɜn dɛs ɡɾɔspɾoːjɛktəs als foːrʊm diːnən 
GE005_22|train|entweder wird er die kraft finden den konflikt zu meistern oder er wird wie sein vorgänger ein opfer dieses konflikts|ɛntveːdɜ vɪɾd ɛɾ diː kɾaft fɪndən deːn kɔnflɪkt tsuː maɪstɜn oːdɜ ɛɾ vɪɾd viː zaɪn foːɾɡɛŋɜ aɪn ɔpfɜ diːzəs kɔnflɪkts 
GE005_23|train|das wichtigste element in der entwicklung ist die tatsache daß die serben flexibilität gezeigt haben vor allem aus der einschätzung heraus daß es die amerikaner diesmal ernst meinen|das vɪçtɪçstə eːleːmɛnt ɪn dɛɾ ɛntvɪklʊŋ ɪst diː tatzaxə das diː zɛɾbən flɛksiːbiːliːtɛːt ɡətsaɪkt hɑːbən fɔɾ aləm aʊs dɛɾ aɪnʃɛtsʊŋ hɛraʊs das ɛs diː ɑmeːriːkɑːnɜ diːsmɑːl ɛɾnst maɪnən 
GE005_24|train|lambsdorff beschränkte sich auf eine allgemeine beschwerde weil geißler ihn am montag angerufen hatte|lampsdɔɾf bəʃrɛŋktə zɪç aʊf aɪnə alɡeːmaɪnə bəʃveːɾdə vaɪl ɡaɪslɜ iːn am moːntɑːk anɡəruːfən hatə 
GE005_25|train|der philippinische vulkan mayon ist am montag abermals ausgebrochen|dɛɾ fiːlɪpiːnɪʃə vʊlkɑːn maɪoːn ɪst am moːntɑːk apɛɾmɑːls aʊsɡəbɾɔxən 
GE005_26|train|keine stelle darf frei bleiben sonst würde statt des ausstoßes nach oben der bodendeckel herausgedrückt|kaɪnə ʃtɛlə daɾf fraɪ blaɪbən zɔnst vʏɾdə ʃtat dɛs aʊsʃtoːsəs nɑːx oːbən dɛɾ boːdəndɛkəl hɛraʊsɡədɾʏkt 
GE005_27|train|stundenlang überträgt das radio abschnitte aus dem manas-epos in jener blumigen kirgisisch-türkischen sprache die zur staatssprache erklärt worden ist|ʃtʊndənlaŋ yːbɜtɾɛːkt das rɑdɪoː apʃnɪtə aʊs deːm mɑnɑːseːpoːs ɪn jeːnɜ bluːmɪɡən kɪɾɡiːzɪʃtʏɾkɪʃən ʃpɾɑːxə diː tsuːɾ ʃtɑːtspɾɑːxə ɛɾklɛɾt vɔɾdən ɪst 
GE005_28|train|zuvor hatte die polizei trümmer des lastwagens in der tiefgarage des world trade center gefunden und die spur zur mietagentur in jersey city zurückverfolgt|tsuːfɔɾ hatə diː poːliːtsaɪ tɾʏmɜ dɛs lastvaɡəns ɪn dɛɾ tiːfɡɑrɑːɡə dɛs vɔɾlt tɾɑːdə tsɛntɜ ɡəfʊndən ʊnt diː ʃpuːɾ tsuːɾ miːtaɡɛntuːɾ ɪn jɛɾzeː sɪti tsuːrʏkfɛɾfɔlkt 
GE005_29|train|der bka-beamte sei in der vergangenen woche mit einem britischen und einem niederländischen kollegen im pakistanisch-afghanischen grenzgebiet entführt worden|dɛɾ beːkɑːɑːbəamtə zaɪ ɪn dɛɾ fɛɾɡaŋənən vɔxə mɪt aɪnəm bɾiːtɪʃən ʊnt aɪnəm niːdɜlɛndɪʃən kɔleːɡən ɪm pɑkɪstɑnɪʃafkhɑnɪʃən ɡɾɛntsɡeːbiːt ɛntfyːɾt vɔɾdən 
GE005_30|train|nicht auszuschließen ist jedoch auch die panikreaktion eines autistischen regimes|nɪçt aʊstsuːʃliːsən ɪst jeːdɔx aʊx diː pɑnɪkɾeːaktsɪoːn aɪnəs aʊtɪstɪʃən reːɡiːməs 
GE005_31|train|bei dem nachfolgenden besuch des irischen regierungschefs reynolds in washington hat clinton es vermieden noch von der entsendung eines sonderbeauftragten zu reden|baɪ deːm naxfɔlɡəndən bəzuːx dɛs iːrɪʃən reːɡiːrʊŋsʃɛfs raɪnɔlts ɪn vashɪŋtoːn hat klɪntoːn ɛs fɛɾmiːdən nɔx fɔn dɛɾ ɛntzɛndʊŋ aɪnəs zɔndɜbeːaʊftɾɑːktən tsuː reːdən 
GE005_32|train|auch der originellste satiriker hätte nicht besser erfinden können|aʊx dɛɾ oːrɪɡiːnɛlstə zɑtiːrɪkɜ hɛtə nɪçt bɛsɜ ɛɾfɪndən kœnən 
GE005_33|train|das feuer war den angaben zufolge am samstag vormittag im altbautrakt des krankenhauses ausgebrochen|das fɔøɜ vɑːɾ deːn anɡɑːbən tsuːfɔlɡə am zamstɑːk foːɾmɪtɑːk ɪm altbaʊtɾakt dɛs kɾankənhaʊzəs aʊsɡəbɾɔxən 
GE005_34|train|die konfliktparteien hatten erst am freitag vereinbart eine feuerpause bis kommenden montag zu verlängern|diː kɔnflɪktpaɾtaɪən hatən eːɾst am fraɪtɑːk fɛɾaɪnbaɾt aɪnə fɔøɜpaʊzə bɪs kɔməndən moːntɑːk tsuː fɛɾlɛŋɜn 
GE005_35|train|italien hat mental nie zu der politischen einheit gefunden die für seine nachbarn selbstverständlich ist|iːtalɪeːn hat mɛntɑːl niː tsuː dɛɾ poːliːtɪʃən aɪnhaɪt ɡəfʊndən diː fyːɾ zaɪnə naxbaɾn zɛlpstfɛɾʃtɛntlɪç ɪst 
GE005_36|train|als variante kann der teilnehmer beantragen alle gespräche automatisch auf seine neue nummer umzulenken|als vɑriːantə kan dɛɾ taɪlneːmɜ bəantɾɑːɡən alə ɡəʃpɾɛçə aʊtoːmɑːtɪʃ aʊf zaɪnə nɔøə nʊməɾ ʊmtsuːlɛŋkən 
GE005_37|train|ihre dalmatinische küste könnte ständig serbischen angriffen ausgesetzt sein gäbe es den puffer bosnien nicht mehr|iːrə dalmatiːnɪʃə kʏstə kœntə ʃtɛndɪç zɛɾbɪʃən anɡɾɪfən aʊsɡəzɛtst zaɪn ɡɛːbə ɛs deːn pʊfɜ bɔsnɪən nɪçt meːɾ 
GE005_38|train|über todesursache und todeszeit soll eine obduktion aufschluß geben|ʏbɜ toːdeːzʊɐzaxə ʊnt toːdɛstsaɪt zɔl aɪnə ɔpdʊktsɪoːn aʊfʃluːs ɡeːbən 
GE005_39|train|wenn es um arbeitsplätze geht kämpfen männer mit allen mitteln|vɛn ɛs ʊm aɾbaɪtsplɛtsə ɡeːt kɛmpfən mɛnɜ mɪt alən mɪtəln 
GE005_40|train|diese auflage liegt in der internationalen rangliste nach den vereinigten staaten und japan an dritter stelle|diːzə aʊflɑːɡə liːkt ɪn dɛɾ ɪntɜnatsɪoːnɑːlən raŋlɪstə nɑːx deːn fɛɾaɪnɪɡtən ʃtɑːtən ʊnt japɑːn an dɾɪtɜ ʃtɛlə 
GE005_41|train|der delphin war im vergangenen monat in der nähe des hafens sewastopol am schwarzen meer zuletzt gesehen worden|dɛɾ dɛlfɪn vɑːɾ ɪm fɛɾɡaŋənən moːnɑːt ɪn dɛɾ nɛːə dɛs hɑfəns zeːvastoːpoːl am ʃvaɾtsən meːɾ tsuːlɛtst ɡəzeːən vɔɾdən 
GE005_42|train|eine vorbereitende sitzung hat im januar in bonn stattgefunden eine weitere ist für den oktober in london anberaumt|aɪnə foːɾbəraɪtəndə zɪtsʊŋ hat ɪm januːɑːɾ ɪn bɔn ʃtatɡeːfʊndən aɪnə vaɪtərə ɪst fyːɾ deːn ɔktoːbɜ ɪn lɔndoːn anbəraʊmt 
GE005_43|train|ein scheitern bei der ratifikation zwänge die regierung bei einem neuen durchgang im kreis der gemeinschaft der charta beizutreten|aɪn ʃaɪtɜn baɪ dɛɾ rɑtiːfiːkatsɪoːn tsvɛŋə diː reːɡiːrʊŋ baɪ aɪnəm nɔøən dʊɐçɡaŋ ɪm kɾaɪs dɛɾ ɡəmaɪnʃaft dɛɾ ʃaɾtɑː baɪtsʊtɾətən 
GE005_44|train|unsummen fließen in soziale wohltaten die nichts mit der altersversorgung zu tun haben|ʊnzʊmən fliːsən ɪn zoːtsiːɑːlə voːltɑːtən diː nɪçts mɪt dɛɾ altɜsfɜzɔɾɡʊŋ tsuː tuːn hɑːbən 
GE005_45|train|beim bundesamt für die anerkennung politischer flüchtlinge sei mehr personal eingestellt worden|baɪm bʊndəsamt fyːɾ diː anɛɾkɛnʊŋ poːliːtɪʃɜ flʏçtlɪŋə zaɪ meːɾ pɛɾzoːnɑːl aɪnɡəʃtɛlt vɔɾdən 
GE005_46|train|auch gehe es nicht nur um den einfluß des früheren außenministers genscher|aʊx ɡeːə ɛs nɪçt nuːɾ ʊm deːn aɪnfluːs dɛs fryːərən aʊsənmiːnɪstɜs ɡɛnʃɜ 
GE005_47|train|in beiden fällen habe der kaufmann kontakte zum ministerium vermittelt|ɪn baɪdən fɛlən hɑːbə dɛɾ kaʊfman kɔntaktə tsʊm miːnɪsteːriːʊm fɛɾmɪtəlt 
GE005_48|train|in der innenstadt kam es zu überschwemmungen|ɪn dɛɾ ɪnənstat kɑːm ɛs tsuː yːbɜʃvɛmʊŋən 
GE005_49|train|wo noch personal effektiv abgebaut werden könne solle nun ein beratungsunternehmen ermitteln teilte die regierung mit|voː nɔx pɛɾzoːnɑːl ɛfɛktiːf apɡəbaʊt vɛɾdən kœnə zɔlə nuːn aɪn bərɑtʊŋsʊntɜneːmən ɛɾmɪtəln taɪltə diː reːɡiːrʊŋ mɪt 
GE005_50|train|er halte viel von teamarbeit aber auch viel von klarer führung|ɛɾ haltə fiːl fɔn teːamaɾbaɪt ɑːbɜ aʊx fiːl fɔn klɑːrɜ fyːrʊŋ 
GE005_51|train|die prostitution ist in rußland auch zu einem symbol der marktwirtschaft geworden und zwar nicht nur im schlechten sinn|diː pɾoːstiːtuːtsɪoːn ɪst ɪn rʊslant aʊx tsuː aɪnəm zʏmboːl dɛɾ maɾktvɪɾtʃaft ɡəvɔɾdən ʊnt tsvaːɾ nɪçt nuːɾ ɪm ʃlɛçtən zɪn 
GE005_52|train|oft berichtet die ägyptische presse über stunden dauernde straßenschlachten zwischen fundamentalisten und soldaten|ɔft bərɪçtət diː ɛːɡʏptɪʃə pɾɛsə ʏbɜ ʃtʊndən daʊɛɾndə ʃtɾɑsənʃlaxtən tsvɪʃən fʊndamɛntalɪstən ʊnt zɔldɑːtən 
GE005_53|train|einzelheiten wurden nicht mitgeteilt|aɪntsɛlhaɪtən vʊɐdən nɪçt mɪtɡətaɪlt 
GE005_54|train|jahrtausend währenden kultur-und geschichtsgemeinschaft mit den deutschen verabschieden können|jɑːɾtaʊzənt vɛːrəndən kʊltuːrʊnt ɡəʃɪçtsɡeːmaɪnʃaft mɪt deːn dɔøtʃən fɛɾapʃiːdən kœnən 
GE005_55|train|einen großen teil seines lebens hat schmidt-osten dem presserecht gewidmet|aɪnən ɡɾoːsən taɪl zaɪnəs leːbəns hat ʃmɪtɔstən deːm pɾɛseːrɛçt ɡəvɪdmət 
GE005_56|train|beiträge zur politischen wissenschaft band 64|baɪtɾɛːɡə tsuːɾ poːliːtɪʃən vɪsənʃaft bant fiːɾ ʊntzɛçtsɪç 
GE005_57|train|und der bevölkerung etwas mehr geistige rege abfordern|ʊnt dɛɾ bəfœlkərʊŋ ɛtvɑːs meːɾ ɡaɪstɪɡə reːɡə apfɔɾdɜn 
GE005_58|train|als grund wurde sein schlechter gesundheitszustand angegeben|als ɡɾʊnt vʊɐdə zaɪn ʃlɛçtɜ ɡəzʊnthaɪtstsʊstant anɡəɡeːbən 
GE005_59|train|mit netanjahu ist ein generationswechsel bei der israelischen rechten sichtbar geworden der mann ist gerade einmal 43 jahre alt und damit mehr als dreißig jahre jünger als sein vorgänger|mɪt neːtanjɑːuː ɪst aɪn ɡɛneːratsɪoːnsvɛksəl baɪ dɛɾ ɪsrɑːɛlɪʃən rɛçtən zɪçtbɑːɾ ɡəvɔɾdən dɛɾ man ɪst ɡərɑːdə aɪnmɑːl dɾaɪ ʊntfɪɾtsɪç jɑːrə alt ʊnt dɑːmɪt meːɾ als dɾaɪsɪç jɑːrə jʏŋɜ als zaɪn foːɾɡɛŋɜ 
GE005_60|train|zumindest ein verbindliches papier|tsuːmɪndəst aɪn fɛɾbɪntlɪçəs papiːɾ 
GE005_61|train|die luftbrücke in die stadt blieb nach abermaligem beschuß des flughafens unterbrochen|diː lʊftbɾʏkə ɪn diː ʃtat bliːp nɑːx apɛɾmɑlɪɡəm bəʃuːs dɛs fluːɡhafəns ʊntɜbɾɔxən 
GE005_62|train|die vernommenen beamten haben übereinstimmend das gegenteil versichert einige zeugen sind von belastenden aussagen abgerückt|diː fɛɾnɔmənən bəamtən hɑːbən yːbɜaɪnʃtɪmənt das ɡeːɡəntaɪl fɛɾzɪçɜt aɪnɪɡə tsɔøɡən zɪnt fɔn bəlastəndən aʊszɑːɡən apɡərʏkt 
GE005_63|train|aber man hofft es einzugrenzen|ɑːbɜ man hɔft ɛs aɪntsuːɡɾɛntsən 
GE005_64|train|sie sondieren und erkunden helfen hier und da mit ihren technischen möglichkieten und halten vor allem selbst aus|ziː zɔndiːrən ʊnt ɛɾkʊndən hɛlfən hiːɾ ʊnt dɑː mɪt iːrən tɛçnɪʃən mœɡlɪçkiːtən ʊnt haltən fɔɾ aləm zɛlpst aʊs 
GE005_65|train|eine antwort oder bestätigung von seiten der europäischen gemeinschaft haben wir daraufhin bis heute nicht erhalten|aɪnə antvɔɾt oːdɜ bəʃtɛːtɪɡʊŋ fɔn zaɪtən dɛɾ ɔøoːpɛːɪʃən ɡəmaɪnʃaft hɑːbən viːɾ dɑːraʊfhɪn bɪs hɔøtə nɪçt ɛɾhaltən 
GE005_66|train|lediglich ein fakultätsmitglied verweigerte seine unterschrift carl schmitt|leːdɪɡlɪç aɪn fɑkʊltɛtsmɪtɡliːt fɛɾvaɪɡɜtə zaɪnə ʊntɜʃrɪft kaɾl ʃmɪt 
GE005_67|train|vor allem präsident reagan betraute ihn mit zahlreichen heiklen missionen die geschick und standfestigkeit mut und entschlossenheit auch im angesicht realer gefahren verlangten|fɔɾ aləm pɾɛːziːdɛnt reːaɡɑːn bətɾaʊtə iːn mɪt tsɑːlraɪçən haɪklən mɪsjoːnən diː ɡəʃɪk ʊnt ʃtantfɛstɪçkaɪt muːt ʊnt ɛntʃlɔsənhaɪt aʊx ɪm anɡəzɪçt reːɑːlɜ ɡəfɑːrən fɛɾlaŋtən 
GE005_68|train|durch all diese umstände sah sich jelzin zum einlenken gezwungen|dʊɐç al diːzə ʊmʃtɛndə zɑː zɪç jɛltsiːn tsʊm aɪnlɛŋkən ɡətsvʊŋən 
GE005_69|train|viele der vietnamesen waren während des chinesisch-vietnamesischen grenzkrieges 1979 nach china geflüchtet|fiːlə dɛɾ vɪɛtnɑmeːzən vɑːrən vɛːrənt dɛs çiːneːzɪʃvɪɛtnameːzɪʃən ɡɾɛntskɾiːɡəs aɪn taʊzənt nɔønhʊndɜt nɔøn ʊntziːptsɪç nɑːx çiːnɑː ɡəflʏçtət 
GE005_70|train|menage war 1969 ins innenministerium eingetreten und später als kabinettsdirektor des polizeipräfekten von paris tätig|meːnɑːʒə vɑːɾ aɪn taʊzənt nɔønhʊndɜt nɔøn ʊntzɛçtsɪç ɪns ɪnənmiːnɪsteːriːʊm aɪnɡətɾeːtən ʊnt ʃpɛːtɜ als kɑbiːnɛtsdiːrɛktoːɾ dɛs poːliːtsaɪpɾɛːfɛktən fɔn pɑrɪs tɛːtɪç 
GE005_71|train|diebstähle und raub werden nach klein seit einigen jahren bei reisen nach italien südfrankreich und auf den balkan gemeldet|diːpʃtɛːlə ʊnt raʊp vɛɾdən nɑːx klaɪn zaɪt aɪnɪɡən jɑːrən baɪ raɪzən nɑːx iːtalɪeːn zʏtfraŋkɾaɪç ʊnt aʊf deːn balkɑːn ɡəmɛldət 
GE005_72|train|falt sagte die un verurteilten den überfall der nach einem aufruf des rundfunksenders der roten khmer zur gewalt gegen ethnische minderheiten erfolgt sei|falt zɑːɡtə diː ʊn fɛɾʊɐtaɪltən deːn yːbɜfal dɛɾ nɑːx aɪnəm aʊfruːf dɛs rʊntfʊŋkzəndɜs dɛɾ roːtən kmeːɾ tsuːɾ ɡəvalt ɡeːɡən ɛtnɪʃə mɪndɜhaɪtən ɛɾfɔlkt zaɪ 
GE005_73|train|in der umgebung des kroatischen adria-hafens zadar kam es in der nacht zum donnerstag nach kroatischen rundfunkberichten zu heftigen angriffen serbischer verbände|ɪn dɛɾ ʊmɡeːbʊŋ dɛs kɾoːɑːtɪʃən adɾiːɑːhɑfəns tsɑdɑːɾ kɑːm ɛs ɪn dɛɾ naxt tsʊm dɔnɜstɑːk nɑːx kɾoːɑːtɪʃən rʊntfʊŋkbeːrɪçtən tsuː hɛftɪɡən anɡɾɪfən zɛɾbɪʃɜ fɛɾbɛndə 
GE005_74|train|auch steffi graf ist eine runde weiter|aʊx ʃtɛfiː ɡɾɑːf ɪst aɪnə rʊndə vaɪtɜ 
GE005_75|train|der vorsitzende der ig metall steinkühler sagte bei einer streikversammlung der arbeitskampf betreffe die arbeitnehmer in der ganzen bundesrepublik|dɛɾ foːɾzɪtsəndə dɛɾ iːk meːtal ʃtaɪnkyːlɜ zɑːɡtə baɪ aɪnɜ ʃtɾaɪkfɜzamlʊŋ dɛɾ aɾbaɪtskampf bətɾɛfə diː aɾbaɪtneːmɜ ɪn dɛɾ ɡantsən bʊndəsreːpuːbliːk 
GE005_76|train|die liberaldemokratische partei unter ihrem führer ashdown hat den unterhaussitz mit großer absoluter mehrheit für sich errungen|diː liːbeːraldeːmoːkɾɑːtɪʃə paɾtaɪ ʊntɜ iːrəm fyːrɜ aʃdɔvn hat deːn ʊntɜhaʊszɪts mɪt ɡɾoːsɜ apzoːluːtɜ meːɾhaɪt fyːɾ zɪç ɛɾrʊŋən 
GE005_77|train|vogels vielfach als autokratisch empfundener führungsstil im parteivorstand wurde von zahlreichen delegierten angegriffen|foːɡəls fiːlfax als aʊtɔkɾɑːtɪʃ ɛmpfʊndənɜ fyːrʊŋsʃtiːl ɪm paɾtaɪvɔɾstant vʊɐdə fɔn tsɑːlraɪçən deːleːɡiːɾtən anɡəɡɾɪfən 
GE005_78|train|das letzte mal wurde der ausnahmezustand vergangenen november verlängert|das lɛtstə mɑːl vʊɐdə dɛɾ aʊsnɑːmeːtsʊstant fɛɾɡaŋənən noːvɛmbɜ fɛɾlɛŋɜt 
GE005_79|train|immerhin wird in dem entwurf allen gliedern der föderation von moskau gleichbehandlung zugesagt|ɪmɜhɪn vɪɾd ɪn deːm ɛntvʊɐf alən ɡliːdɜn dɛɾ føːdeːratsɪoːn fɔn mɔskaʊ ɡlaɪçbeːandlʊŋ tsuːɡeːzɑːkt 
GE005_80|train|auch diese vorgehensweise hat er reagan abgeschaut|aʊx diːzə foːɾɡeːənsvaɪzə hat ɛɾ reːaɡɑːn apɡəʃaʊt 
GE005_81|train|es ist zudem vorgesehen die rechtsberatenden berufe in der ausbildung stärker als bisher zu berücksichtigen|ɛsɪst tsuːdeːm foːɾɡəzeːən diː rɛçtsbeːrɑːtəndən bəruːfə ɪn dɛɾ aʊsbɪldʊŋ ʃtɛɾkɜ als bɪsheːɾ tsuː bərʏksɪçtɪɡən 
GE005_82|train|unmißverständlich hat darüber hinaus jetzt albanien erklärt die massaker an landsleuten in der serbischen provinz kosovo nicht länger zu dulden|ʊnmɪsfɜʃtɛntlɪç hat dɑːryːbɜ hɪnaʊs jɛtst albanɪən ɛɾklɛɾt diː masɑːkɜ an lantslɔøtən ɪn dɛɾ zɛɾbɪʃən pɾoːvɪnts koːzoːvoː nɪçt lɛŋɜ tsuː dʊldən 
GE005_83|train|erfahrungen mit einem deutschen thema|ɛɾfɑːrʊŋən mɪt aɪnəm dɔøtʃən teːmɑː 
