file|split|txt|ipa
CZ001_11|train|s tím ale konstruktéři počítali a všechny přístroje po navázání spojení testují jeho kvalitu|s ciːm ale konstrukteːr̝i potʃiːtali a fʃexni pr̝̊iːstroje po navaːzaːɲiː spojeɲiː testujiː jeho kvalitu 
CZ001_12|train|pokud test neproběhne bezchybně snižují rychlost přenosu tak dlouho až test proběhne správně|pokut test neprobjehne besxibɲe sɲiʒujiː rixlost pr̝̊enosu tak dloʊho aʃ test probjehne spraːvɲe 
CZ001_13|train|přesto se i potom může stát že náhodné chvilkové rušení na lince poruší předávanou zprávu až k nečitelnosti|pr̝̊esto se i potom muːʒe staːt ʒe naːhodneː xvilkoveː ruʃeɲiː nalintse poruʃiː pr̝̊edaːvanoʊ spraːvu aʃ k netʃitelnosci 
CZ001_14|train|proto se vyplatí dát o něco víc peněz za přístroj který pracuje v samoopravném režimu ecm error correction mode|proto se viplaciː daːt oɲetso viːts peɲez zapr̝̊iːstroj kteriː pratsuje v samoopravneːm reʒimu etsm eror koretscion mode 
CZ001_15|train|přístroje vybavené touto funkcí člení předávanou zprávu na bloky obvykle jednotlivé řádky a v případě rušení na lince opakují přenos porušených bloků tak dlouho až jsou všechna data předána správně|pr̝̊iːstroje vibaveneː toʊto fuŋktsiː tʃleɲiː pr̝̊edaːvanoʊ spraːvu nabloki obvikle jednotliveː r̝aːtki a v pr̝̊iːpaɟe ruʃeɲiː nalintse opakujiː pr̝̊enos poruʃeniːɣ blokuː tak dloʊho aʒ jsoʊ fʃexna data pr̝̊edaːna spraːvɲe 
CZ001_16|train|vynaložené peníze se vám brzo vrátí v úspoře poplatků za telefonáty kterými žádáte odesílatele o opakované zaslání faxu protože ten který jste právě dostali je nečitelný|vinaloʒeneː peɲiːze se vaːm br̩zo vraːciː v uːspor̝e poplatkuː za telefonaːti kteriːmi ʒaːdaːte odesiːlatele o opakovaneː zaslaːɲiː faksu protoʒe ten kteriː jste praːvje dostali je netʃitelniː 
CZ001_17|train|uvedené činnosti faxovacích přístrojů výslednou rychlost přenosu samozřejmě snižují ale i tak zůstává fax velmi rychlým pojítkem|uvedeneː tʃinosci faksovatsiːx pr̝̊iːstrojuː viːslednoʊ rixlost pr̝̊enosu samozr̝eɪmɲe sɲiʒujiː ale i tak zuːstaːvaː faks velmi rixliːm pojiːtkem 
CZ001_18|train|stalo se mi že při jednání potřeboval můj partner nahlédnout do dokumentu který měl u sebe jeho kolega sedící ve stejné budově jenže o dvě patra níže|stalo se mi ʒe pr̝̊ijednaːɲiː potr̝̊eboval muːj partner nahleːdnoʊt do dokumentu kteriː mɲel u sebe jeho koleɡa seɟiːtsiː ve steɪneː budovje jenʒe odvje patra ɲiːʒe 
CZ001_19|train|telefonicky jej požádal aby mu dokument poslal|telefonitski jeɪ poʒaːdal abi mu dokument poslal 
CZ001_20|train|očekával jsem že přiběhne dívenka s papírem ale můj partner považoval za zcela přirozené že dokument začal vystupovat z faxu který měl u sebe na stole|otʃekaːval jsem ʒe pr̝̊ibjehne ɟiːveŋka s papiːrem ale muːj partner povaʒoval zastsela pr̝̊irozeneː ʒe dokumend zatʃal vistupovat s faksu kteriː mɲel u sebe nastole 
CZ001_21|train|zřejmě si v té organizaci cenili času pracovníků více než je u nás zatím zvykem|zr̝eɪmɲe si v teː orɡanizatsi tseɲili tʃasu pratsovɲiːkuː viːtse neʒ je u naːz zaciːm zvikem 
CZ001_22|train|podstatná část přístrojů tiskne metodou termozáznamu na teplocitlivý papír|potstatnaː tʃaːst pr̝̊iːstrojuː ciskne metodoʊ termozaːznamu na teplotsitliviː papiːr 
CZ001_23|train|jeden formát a čtyři teplocitlivého papíru stojí asi devadesát pět haléřů pokud je nakupován v rolích třicet padesát nebo sto metrů|jeden formaːt a tʃtir̝i teplotsitliveːho papiːru stojiː asi devadesaːt pjet haleːr̝uː pokud je nakupovaːn v roliːx tr̝̊itset padesaːt nebo sto metruː 
CZ001_24|train|v kratších délkách je asi o třicet procent dražší a proto se při nákupu faxovacího přístroje zajímejte i o to jakou délku papíru používá|v kratʃiːɣ deːlkaːx je asi otr̝̊itset protsend draʃʃiː a proto se pr̝̊inaːkupu faksovatsiːho pr̝̊iːstroje zajiːmeɪte i oto jakoʊ deːlku papiːru poʊʒiːvaː 
CZ001_25|train|převážná část přístrojů je seřízena na role o délce třicet metrů|pr̝̊evaːʒnaː tʃaːst pr̝̊iːstrojuː je ser̝iːzena narole odeːltse tr̝̊itset metruː 
CZ001_26|train|nectností termocitlivého papíru je jeho choulostivost na podmínky ukládání|netstnosciː termotsitliveːho papiːru je jeho xoʊloscivost napodmiːŋki uklaːdaːɲiː 
CZ001_27|train|zejména nesnáší velké teplo|zeɪmeːna nesnaːʃiː velkeː teplo 
CZ001_28|train|může se vám například stát že v autě které stojí v létě na slunci se za hodinu stanou faxy nečitelné|muːʒe se vaːm napr̝̊iːklat staːt ʒe v aʊce ktereː stojiː v leːce nasluntsi se zahoɟinu stanoʊ faksi netʃitelneː 
CZ001_29|train|ale i při pečlivém uložení v normální pokojové teplotě poměrně brzy klesá jejich čitelnost|ale i pr̝̊ipetʃliveːm uloʒeɲiː v normaːlɲiː pokojoveː teploce pomɲerɲe br̩zi klesaː jejix tʃitelnost 
CZ001_30|train|jeden arch takového papíru stojí necelých dvacet haléřů ale zase musíte počítat s tím že jedna vložka do tiskárny ink jet s náplní na vytištění přibližně tři tisíce stran stojí od tisíce korun výše|jeden arx takoveːho papiːru stojiː netseliːɣ dvatset haleːr̝uː ale zase musiːte potʃiːtat s ciːm ʒe jedna vloʃka dociskaːrni iŋk jet s naːpl̩ɲiː na viciʃceɲiː pr̝̊ibliʒɲe tr̝̊i cisiːtse stran stojiː otcisiːtse korun viːʃe 
CZ001_31|train|v přístrojích které používají xeroxový princip tisku někdy označovaný jako laserový se také používá xeroxový papír ale výměnné kazety stojí čtyři až deset tisíc korun|v pr̝̊iːstrojiːx ktereː poʊʒiːvajiː kseroksoviː printsip cisku ɲekdi oznatʃovaniː jako leɪzɹoviː se takeː poʊʒiːvaː kseroksoviː papiːr ale viːmɲeneː kazeti stojiː tʃtir̝i aʒ deset cisiːts korun 
CZ001_32|train|počet kopií z jedné kazety se pohybuje kolem devíti až deseti tisíc|potʃet kopiiː s jedneː kazeti se pohibuje kolem deviːci aʒ deseci cisiːts 
CZ001_33|train|kvalita tisku každého uvedeného způsobu je však značně lepší než u termálních tiskáren a trvanlivost dokumentů je prakticky při správném uložení neomezená|kvalita cisku kaʒdeːho uvedeneːho spuːsobu je fʃak znatʃɲe lepʃiː neʒ u termaːlɲiːx ciskaːren a tr̩vanlivozd dokumentuː je praktitski pr̝̊ispraːvneːm uloʒeɲiː neomezenaː 
CZ001_34|train|většinu těchto přístrojů lze také používat nejen jako fax ale současně i jako výkonnou kopírku a to i souběžně s přijímáním faxových zpráv které jsou během kopírování ukládány do paměti|vjetʃinu cexto pr̝̊iːstrojuː l̩ze takeː poʊʒiːvat nejen jako faks ale soʊtʃasɲe i jako viːkonoʊ kopiːrku a to i soʊbjeʒɲe s pr̝̊ijiːmaːɲiːm faksoviːx spraːf ktereː jsoʊ bjehem kopiːrovaːɲiː uklaːdaːni dopamɲeci 
CZ001_35|train|v současné době je avizován nástup nových technologií tisku ve faxových přístrojích|v soʊtʃasneː dobje je avizovaːn naːstup noviːx texnoloɡiiː cisku ve faksoviːx pr̝̊iːstrojiːx 
CZ001_36|train|cena tisku za jednu stránku by měla klesnout zhruba na jednu třetinu ceny tisku laserových tiskáren|tsena cisku zajednu straːŋku bi mɲela klesnoʊt shruba najednu tr̝̊ecinu tseni cisku leɪzɹoviːx ciskaːren 
CZ001_37|train|pro některé skupiny uživatelů má dobrá kvalita faxem zasílaných fotografií výkresů a podobně značný význam|proɲektereː skupini uʒivateluː maː dobraː kvalita faksem zasiːlaniːx fotoɡrafiiː viːkresuː a podobɲe znatʃniː viːznam 
CZ001_38|train|proto si při výběru přístroje musí více všímat jeho grafických vlastností|proto si pr̝̊iviːbjeru pr̝̊iːstroje musiː viːtse fʃiːmat jeho ɡrafitskiːx vlastnosciː 
CZ001_39|train|pro popis těchto vlastností je zavedeno několik pojmů a to|propopis cexto vlastnosciː je zavedeno ɲekolik pojmuː a to 
CZ001_40|train|běžně je jich k dispozici šestnáct|bjeʒɲe je jix k dispozitsi ʃestnaːtst 
CZ001_41|train|větší počet stupňů šedi využijete jen při přenosu fotografií|vjetʃiː potʃet stupɲuː ʃeɟi viuʒijete jen pr̝̊ipr̝̊enosu fotoɡrafiiː 
CZ001_42|train|pokud se přenáší pouze písmo nemá tento parametr valný význam|pokut se pr̝̊enaːʃiː poʊze piːsmo nemaː tento parametr̩ valniː viːznam 
CZ001_43|train|kromě toho skutečný počet stupňů šedi určuje vždy ten z propojených přístrojů který má stupňů méně|kromɲe toho skutetʃniː potʃet stupɲuː ʃeɟi urtʃuje vʒdi ten s propojeniːx pr̝̊iːstrojuː kteriː maː stupɲuː meːɲe 
CZ001_44|train|zlepšuje čitelnost i méně ostrých předloh|zlepʃuje tʃitelnost i meːɲe ostriːx pr̝̊edlox 
CZ001_45|train|to je užitečná funkce|to je uʒitetʃnaː fuŋktse 
CZ001_46|train|některé přístroje si řídí kontrast automaticky na jiných je ovládán manuálně|ɲektereː pr̝̊iːstroje si r̝iːɟiː kontrast aʊtomatitski najiniːx je ovlaːdaːn manuaːlɲe 
CZ001_47|train|udává na kolik linek se dělí vertikálně to je ve směru pohybu papíru jeden milimetrů přenášené předlohy|udaːvaː nakolik linek se ɟeliː vertikaːlɲe to je ve smɲeru pohibu papiːru jeden milimetruː pr̝̊enaːʃeneː pr̝̊edlohi 
CZ001_48|train|velmi jemné rozlišeni patnáct celých čtyři desetiny linek na milimetr obsahují jen některé přístroje|velmi jemneː rozliʃeɲi patnaːtst tseliːx tʃtir̝i desecini linek na milimetr̩ opsahujiː jen ɲektereː pr̝̊iːstroje 
CZ001_49|train|horizontální rozklad je vždy osm bodů na milimetr|horizontaːlɲiː rosklad je vʒdi osm boduː na milimetr̩ 
CZ001_50|train|stupeň použité rozlišovací schopnosti výrazně ovlivňuje čitelnost textu a fotografií ale také zpomaluje přenos|stupeɲ poʊʒiteː rozliʃovatsiː sxopnosci viːrazɲe ovlivɲuje tʃitelnost tekstu a fotoɡrafiiː ale takeː spomaluje pr̝̊enos 
CZ001_51|train|pokud se pracuje pouze s přenosem textů pak jsou zcela postačující dva stupně rozlišení|pokut se pratsuje poʊze s pr̝̊enosem tekstuː pak jsoʊ stsela postatʃujiːtsiː dva stupɲe rozliʃeɲiː 
CZ001_52|train|přibývá podnikatelů kteří nemají samostatnou kancelář a podnikají doma|pr̝̊ibiːvaː podɲikateluː kter̝iː nemajiː samostatnoʊ kantselaːr̝ a podɲikajiː doma 
CZ001_53|train|pro tyto situace je lepší si pořídit fax kombinovaný s telefonem|protito situatse je lepʃiː si por̝iːɟit faks kombinovaniː s telefonem 
CZ001_54|train|všechny kombinované přístroje rozeznají zda volá telefon nebo fax|fʃexni kombinovaneː pr̝̊iːstroje rozeznajiː zda volaː telefon nebo faks 
CZ001_55|train|některé dokonce lidskou řečí požádají volajícího o posečkání než provedou příslušnou identifikaci|ɲektereː dokontse litskoʊ r̝etʃiː poʒaːdajiː volajiːtsiːho o posetʃkaːɲiː neʃ provedoʊ pr̝̊iːsluʃnoʊ identifikatsi 
CZ001_56|train|velmi užitečná je možnost připojení telefonního záznamníku proto si při nákupu tuto možnost ověřte|velmi uʒitetʃnaː je moʒnost pr̝̊ipojeɲiː telefoɲiːho zaːznamɲiːku proto si pr̝̊inaːkupu tuto moʒnost ovjer̝te 
CZ001_57|train|k dostání jsou i trojkombinace fax telefon a záznamník|k dostaːɲiː jsoʊ i trojkombinatse faks telefon a zaːznamɲiːk 
CZ001_58|train|poněkud vyšší cena kombinovaných přístrojů by vás neměla odradit|poɲekud viʃʃiː tsena kombinovaniːx pr̝̊iːstrojuː bi vaːs nemɲela odraɟit 
CZ001_59|train|ztráty vznikající proto že se k vám nemůže nikdo telefonicky dovolat protože jste omylem nechali zapnutý fax mohou být mnohem větší|straːti vzɲikajiːtsiː proto ʒe se k vaːm nemuːʒe ɲikdo telefonitski dovolat protoʒe jste omilem nexali zapnutiː faks mohoʊ biːt mnohem vjetʃiː 
CZ001_60|train|některé přístroje jsou vybaveny velmi užitečnou funkcí která se nazývá odložené vysílání|ɲektereː pr̝̊iːstroje jsoʊ vibaveni velmi uʒitetʃnoʊ fuŋktsiː kteraː se naziːvaː odloʒeneː visiːlaːɲiː 
CZ001_61|train|přístroj je pak vyšle i ve vaší nepřítomnosti|pr̝̊iːstroj je pak viʃle i ve vaʃiː nepr̝̊iːtomnosci 
CZ001_62|train|umožňuje to využít k vysílání dobu kdy se platí nižší poplatky za impulz například v noci|umoʒɲuje to viuʒiːt k visiːlaːɲiː dobu kdi se placiː ɲiʃʃiː poplatki zaimpulz napr̝̊iːklad v notsi 
CZ001_63|train|když jsme připravovali tuto stránku upozornili jsme všechny kontaktované firmy že potřebujeme podklady jen k zařízením která byla schválena homologována pro naši telekomunikační síť|kdiʒ jsme pr̝̊ipravovali tuto straːŋku upozorɲili jsme fʃexni kontaktovaneː firmi ʒe potr̝̊ebujeme potkladi jen k zar̝iːzeɲiːm kteraː bila sxvaːlena homoloɡovaːna pronaʃi telekomunikatʃɲiː siːc 
CZ001_64|train|dávejte si na tuto věc při nákupu pozor|daːveɪte si natuto vjets pr̝̊inaːkupu pozor 
CZ001_65|train|prodávající vám musí dát kromě návodu k obsluze v češtině také kopii schvalovacího dokumentu opatřenou razítkem prodejny datumem prodeje a podpisem prodávajícího|prodaːvajiːtsiː vaːm musiː daːt kromɲe naːvodu k opsluze v tʃeʃciɲe takeː kopiji sxvalovatsiːho dokumentu opatr̝̊enoʊ raziːtkem prodeɪni datumem prodeje a potpisem prodaːvajiːtsiːho 
CZ001_66|train|bez tohoto dokladu vám spoje ani firma s licencí přístroj nepřipojí|bestohoto dokladu vaːm spoje aɲi firma s litsentsiː pr̝̊iːstroj nepr̝̊ipojiː 
CZ001_67|train|schvalovací značka československých spojů musí být umístěna i na výrobku|sxvalovatsiː znatʃka tʃeskoslovenskiːx spojuː musiː biːt umiːscena i naviːropku 
CZ001_68|train|nekupujte zařízení v zahraničí ani nepoužívejte zařízení darovaná nebo zapůjčená vašimi obchodními partnery pokud nebyla prokazatelně schválena pro připojení k telekomunikační síti české republiky|nekupujte zar̝iːzeɲiː v zahraɲitʃiː aɲi nepoʊʒiːveɪte zar̝iːzeɲiː darovanaː nebo zapuːjtʃenaː vaʃimi opxodɲiːmi partneri pokud nebila prokazatelɲe sxvaːlena pro pr̝̊ipojeɲiː k telekomunikatʃɲiː siːci tʃeskeː republiki 
CZ001_69|train|uvědomte si že odpovídáte za škody které mohou provozováním neschváleného zařízení vzniknout|uvjedomte si ʒe otpoviːdaːte zaʃkodi ktereː mohoʊ provozovaːɲiːm nesxvaːleneːho zar̝iːzeɲiː vzɲiknoʊt 
CZ001_70|train|ve východních čechách proběhl nedávno soudní spor o náhradu škody která byla způsobena tím že se po úderu blesku vzňal fax dovezený ze zahraničí který nebyl u nás schválen|ve viːxodɲiːx tʃexaːx probjehl̩ nedaːvno soʊdɲiː spor onaːhradu ʃkodi kteraː bila spuːsobena ciːm ʒe se pouːderu blesku vzɲal fakz dovezeniː ze zahraɲitʃiː kteriː nebil u naːs sxvaːlen 
CZ001_71|train|přístroj měl špatnou ochranu proti elektrickému přepětí a nadproudu a od něho vyhořel celý dům|pr̝̊iːstroj mɲel ʃpatnoʊ oxranu proci elektritskeːmu pr̝̊epjeciː a natproʊdu a odɲeho vihor̝el tseliː duːm 
CZ001_72|train|pokud nakupujete u firmy která sama instalace a servis neprovádí pak by vám měla doporučit servisní firmu nejlépe takovou se kterou pravidelně spolupracuje|pokud nakupujete u firmi kteraː sama instalatse a servis neprovaːɟiː pak bi vaːm mɲela doporutʃit servisɲiː firmu neɪleːpe takovoʊ se kteroʊ pravidelɲe spolupratsuje 
CZ001_73|train|rozhodně nekupujte telefonní faksimile od organizace která na otázky instalace a servisu odpovídá vyhýbavě a chová se jako by se jí to netýkalo|roshodɲe nekupujte telefoɲiː faksimile od orɡanizatse kteraː naotaːski instalatse a servisu otpoviːdaː vihiːbavje a xovaː se jako bi se jiː to netiːkalo 
CZ001_74|train|co můžete požadovat od dobrého přístroje pro telefonní faksimile|tso muːʒete poʒadovat oddobreːho pr̝̊iːstroje pro telefoɲiː faksimile 
CZ001_75|train|minimálně dva stupně rozlišení standard a jemně|minimaːlɲe dva stupɲe rozliʃeɲiː standard a jemɲe 
CZ001_76|train|termozáznam na termocitlivý papír v roli o délce nejméně třicet metrů|termozaːznam na termotsitliviː papiːr v roli odeːltse neɪmeːɲe tr̝̊itset metruː 
CZ001_77|train|informace o stavu přístroje na displeji nejméně šestnáct znaků|informatse ostavu pr̝̊iːstroje nadispleji neɪmeːɲe ʃestnaːdʑd znakuː 
CZ001_78|train|tisk zprávy o uskutečněném spojení|cisk spraːvi o uskutetʃɲeneːm spojeɲiː 
CZ001_79|train|tři stupně rozlišení standard jemně velmi jemně|tr̝̊i stupɲe rozliʃeɲiː standard jemɲe velmi jemɲe 
CZ001_80|train|automatické odříznutí přijaté zprávy|aʊtomatitskeː odr̝iːznuciː pr̝̊ijateː spraːvi 
CZ001_81|train|display s informací o větším počtu znaků než šestnáct nebo s informací rolující|displai s informatsiː ovjetʃiːm potʃtu znakuː neʃ ʃestnaːtst nebo s informatsiː rolujiːtsiː 
CZ001_82|train|automatický tisk hlavičky s volaným a volajícím číslem dobou spojení a podobně|aʊtomatitskiː cisk hlavitʃki s volaniːm a volajiːtsiːm tʃiːslem doboʊ spojeɲiː a podobɲe 
CZ001_83|train|tisk přehledu o provedených spojeních po určitém počtu spojení za určitý čas nebo na požádání|cisk pr̝̊ehledu o provedeniːx spojeɲiːx pourtʃiteːm potʃtu spojeɲiː zaurtʃitiː tʃas nebo na poʒaːdaːɲiː 
CZ001_84|train|možnost odloženého vysílání|moʒnost odloʒeneːho visiːlaːɲiː 
CZ001_85|train|paměť minimálně na deset normalizovaných stránek a čtyři|pamɲec minimaːlɲe nadeset normalizovaniːx straːnek a tʃtir̝i 
CZ001_86|train|možnost zkrácené volby aspoň osmi čísel jedním tlačítkem a šestnáct i více čísel dvěma tlačítky|moʒnost skraːtseneː volbi aspoɲ osmi tʃiːsel jedɲiːm tlatʃiːtkem a ʃestnaːtst i viːtse tʃiːsel dvjema tlatʃiːtki 
CZ001_87|train|automatické opakování volby posledního voleného čísla|aʊtomatitskeː opakovaːɲiː volbi posledɲiːho voleneːho tʃiːsla 
CZ001_88|train|možnost automatického vyzvednutí zprávy z jiného faxu vybaveného příslušnou funkcí|moʒnost aʊtomatitskeːho vizvednuciː spraːvi s jineːho faksu vibaveneːho pr̝̊iːsluʃnoʊ fuŋktsiː 
CZ001_89|train|možnost rozeslání zprávy na více adresátů bez opakovaného čtení předlohy|moʒnost rozeslaːɲiː spraːvi naviːtse adresaːtuː bez opakovaneːho tʃteɲiː pr̝̊edlohi 
CZ001_90|train|automatické přepnutí do režimu faximile nebo telefon podle druhu příchozího volání|aʊtomatitskeː pr̝̊epnuciː doreʒimu faksimile nebo telefon podle druhu pr̝̊iːxoziːho volaːɲiː 
CZ001_91|train|možnost připojení telefonního záznamníku|moʒnost pr̝̊ipojeɲiː telefoɲiːho zaːznamɲiːku 
CZ001_92|train|vysvětlivky k popisům|visvjetlifki k popisuːm 
CZ001_93|train|ceny byly zjišťovány u obchodních zastoupení jednotlivých firem|tseni bili zjiʃcovaːni u opxodɲiːɣ zastoʊpeɲiː jednotliviːx firem 
CZ001_94|train|běžný způsob tisku většiny faxových přístrojů to jest tepelný záznam na teplocitlivém papíře jsme v našich popisech označili zkratkou tz|bjeʒniː spuːsop cisku vjetʃini faksoviːx pr̝̊iːstrojuː to jest tepelniː zaːznam na teplotsitliveːm papiːr̝e jsme v naʃix popisex oznatʃili skratkoʊ teːzet 
CZ001_95|train|v popisech uvádíme kapacitu pamětí v počtu stránek|v popisex uvaːɟiːme kapatsitu pamɲeciː v potʃtu straːnek 
CZ001_96|train|jde opět o normalizované stránky a čtyři ccitt|jde opjet o normalizovaneː straːŋki a tʃtir̝i tstsit 
CZ001_97|train|u soudů zatím podáno kolem jednoho tisíce návrhů na konkurz|u soʊduː zaciːm podaːno kolem jednoho cisiːtse naːvr̩huː nakoŋkurs 
CZ001_98|train|koncem dubna devatenáct set devadesát tři byla přijata novela o bankrotech která měla podle názoru nejen předkladatelů ale i široké odborné i laické veřejnosti vyvolat dominový efekt krachu podniků které si vzájemně neplatí|kontsem dubna devatenaːtst sed devadesaːt tr̝̊i bila pr̝̊ijata novela obaŋkrotex kteraː mɲela podle naːzoru nejen pr̝̊etkladateluː ale i ʃirokeː odborneː i laitskeː ver̝eɪnosci vivolad dominoviː efekt kraxu podɲikuː ktereː si vzaːjemɲe neplaciː 
CZ001_99|train|jde o subjektivní rozhodnutí věřitele a je proto logický postoj bank které zvažují zda se jim bankrot vyplatí nebo ne|jde o subjektivɲiː roshodnuciː vjer̝itele a je proto loɡitskiː postoj baŋk ktereː zvaʒujiː zda se jim baŋkrot viplaciː nebo ne 
CZ001_100|train|cílem je restrukturalizace ekonomiky a ta má obrovské množství forem bankrot je však formou extrémní|tsiːlem je restrukturalizatse ekonomiki a ta maː obrofskeː mnoʃstviː forem baŋkrot je fʃak formoʊ ekstreːmɲiː 
CZ001_101|train|tyto přístroje by se měly objevit i na našem trhu během krátké doby ale zatím v prodeji nejsou a není ani stanovena cena|tito pr̝̊iːstroje bi se mɲeli objevit i nanaʃem tr̩hu bjehem kraːtkeː dobi ale zaciːm v prodeji neɪsoʊ a neɲiː aɲi stanovena tsena 
CZ001_102|train|přesto nám dvě zastoupení renomovaných firem zřejmě z neznalosti předala podklady na neschválená zařízení|pr̝̊esto naːm dvje zastoʊpeɲiː renomovaniːx firem zr̝eɪmɲe s neznalosci pr̝̊edala potkladi na nesxvaːlenaː zar̝iːzeɲiː 
CZ001_103|train|náklady na jeho výrobu jsou z devadesáti procent tvořeny nákupem ropy jejíž cena na světových trzích v poslední době klesá|naːkladi najeho viːrobu jsoʊ s devadesaːci protsent tvor̝eni naːkupem ropi jejiːʃ tsena nasvjetoviːx tr̩ziːx v posledɲiː dobje klesaː 
CZ001_104|train|u obecních domů požaduje v průměru deset procent z nájemného a například v obvodu prahy osm je to podle smlouvy jen šedesát korun na nájemní jednotku bez ohledu zda jde o byt nebo nebytový prostor|u obetsɲiːɣ domuː poʒaduje v pruːmɲeru deset protsent s naːjemneːho a napr̝̊iːklad v obvodu prahi osm je to podle smloʊvi jen ʃedesaːt korun nanaːjemɲiː jednotku bezohledu zda jde obit nebo nebitoviː prostor 
CZ001_105|train|kolik lidí kteří násilí použijí si však uvědomí že jak se do lesa volá tak se z lesa ozývá|kolik liɟiː kter̝iː naːsiliː poʊʒijiː si fʃak uvjedomiː ʒe jak se dolesa volaː tak se s lesa oziːvaː 
CZ001_106|train|spolu s psychickým zhroucením a dalšími zdravotními potížemi může přijít i rozpad rodiny stejně jako vlastní firmy|spolu s psixitskiːm shroʊtseɲiːm a dalʃiːmi zdravotɲiːmi pociːʒemi muːʒe pr̝̊ijiːt i rospad roɟini steɪɲe jako vlastɲiː firmi 
CZ001_107|train|v této ceně je zahrnut katalog účastníků pronájem prostor pro jednání s partnery uveřejnění základních dat o firmě v katalogu možnost účastnit se sympozií rozvoj průmyslu a pokroky ve sdělování|v teːto tseɲe je zahr̩nut kataloɡ uːtʃastɲiːkuː pronaːjem prostor projednaːɲiː s partneri uver̝eɪɲeɲiː zaːkladɲiːɣ dat ofirmɲe v kataloɡu moʒnost uːtʃastɲit se simpoziiː rozvoj pruːmislu a pokroki ve zɟelovaːɲiː 
CZ001_108|train|s rozumnou a jasnou hospodářskou politikou to české republice nemusí moc dlouho trvat aby se opět zařadila mezi evropské průmyslově nejvyspělejší ekonomické země s odpovídající produktivitou práce a vším co k tomu patří|s rozumnoʊ a jasnoʊ hospodaːr̝skoʊ politikoʊ to tʃeskeː republitse nemusiː modʑ dloʊho tr̩vat abi se opjed zar̝aɟila mezi evropskeː pruːmislovje neɪvispjeleɪʃiː ekonomitskeː zemɲe s otpoviːdajiːtsiː produktivitoʊ praːtse a fʃiːm tso k tomu patr̝̊iː 
