file|split|txt|ipa
Train/Clean/Wav/GJ/20160314/GJ_20160314_042|train|香港 的 公開 大學 也 就是 類似 我們 的 空中 大學 他們 也 研發 了 一 套 這 個 香港 開放 教科書 能夠 獲得 教育局 還 有 慈善 信託 基金會 的 一 個 支持 它 目前 是 提供 免費 下載 使用 那 依據 這一 個 香港 教育局 的 一 個 估計 這 個 計畫 可以 讓 全 香港 有 三 十萬 名 的 中小學 師生 還 有 家長 受惠|ɕiɑŋ kɑŋ tə kɔŋ kʰai tɑ ɕyɛ jɛ tɕiou ʂɭ ɫei sɨ wɔ mən tə kʰɔŋ tʂɔŋ tɑ ɕyɛ tʰɑ mən jɛ jɛn fɑ ɫə i tʰɑu tʂə kə ɕiɑŋ kɑŋ kʰai fɑŋ tɕiɑu kʰə ʂu nəŋ kou hʊɔ tə tɕiɑu y tɕy hai jou tsʰɨ ʂan ɕin tʰʊɔ tɕi tɕin huei tə i kə tʂɭ tʂʰɭ tʰɑ mu tɕʰiɛn ʂɭ tʰi kɔŋ miɛn fei ɕiɑ tsai ʂɭ jɔŋ nɑ i tɕy tʂə i kə ɕiɑŋ kɑŋ tɕiɑu y tɕy tə i kə ku tɕi tʂə kə tɕi huɑ kʰə i ʐɑŋ tɕʰyan ɕiɑŋ kɑŋ jou san ʂɭ wan miŋ tə tʂɔŋ ɕiɑu ɕyɛ ʂɭ ʂəŋ hai jou tɕiɑ tʂɑŋ ʂou huei
Train/Clean/Wav/GJ/20160314/GJ_20160314_046|train|回顧 剛 這一 節會 發現 說 其實 全球 各地 為了 這 股 數位化 的 浪潮 在 這 個 教育 政策 或者 是 事務 上 都 已經 開始 在 求新 求變 其實 全國 的 教育 市場 已經 有 了 明顯 的 這 個 對於 數位化 數位 教材 的 需求 存在 那 我們 更 應該 瞭解 說 臺灣 在 這一 波 全球 數位化 的 浪潮 中要 怎麼 自處 要 做 哪 些 準備|huei ku kɑŋ tʂə i tɕiɛ huei fɑ ɕiɛn ʂʊɔ tɕʰi ʂɭ tɕʰyan tɕʰiou kə ti wei ɫə tʂə ku ʂu tsɨ huɑ tə ɫɑŋ tʂʰɑu tsai tʂə kə tɕiɑu y tʂəŋ tsʰə hʊɔ tʂə ʂɭ ʂɭ w ʂɑŋ tou i tɕiŋ kʰai ʂɭ tsai tɕʰiou ɕin tɕʰiou piɛn tɕʰi ʂɭ tɕʰyan kʊɔ tə tɕiɑu y ʂɭ tʂʰɑŋ i tɕiŋ jou ɫə miŋ ɕiɛn tə tʂə kə tuei y ʂu tsɨ huɑ ʂu tsɨ tɕiɑu tsʰai tə ɕy tɕʰiou tsʰʊn tsai nɑ wɔ mən kəŋ jiŋ kai ɫiɑu tɕiɛ ʂʊɔ tʰai wan tsai tʂə i pɔ tɕʰyan tɕʰiou ʂu tsɨ huɑ tə ɫɑŋ tʂʰɑu tʂɔŋ jɑu tsən mə tsɨ tʂʰu jɑu tsʊɔ nɑ ɕiɛ tʂʊn pei
Train/Clean/Wav/GJ/20160314/GJ_20160314_039|train|看到 日韓 的 經驗 大家 一定 會 想 說 華人 地區 有沒有 這麼 做 我 覺得 是 在 香港 應該 是 中小學 數位 教科書 腳步 走得 最 快 的 一 個 地區 而且 我 覺得 它 也 發展 的 很 完整 它 在 二零一二年 就 由 這 個 香港 教育局 編列 經費 來 推動 電子 教科書 市場 開拓 計畫|kʰan tɑu ʐɭ han tə tɕiŋ jɛn tɑ tɕiɑ i tiŋ huei ɕiɑŋ ʂʊɔ huɑ ʐən ti tɕʰy jou mei jou tʂə mə tsʊɔ wɔ tɕyɛ tə ʂɭ tsai ɕiɑŋ kɑŋ jiŋ kai ʂɭ tʂɔŋ ɕiɑu ɕyɛ ʂu tsɨ tɕiɑu kʰə ʂu tɕiɑu pu tsou tə tsuei kʰuai tə i kə ti tɕʰy ɚ tɕʰiɛ wɔ tɕyɛ tə tʰɑ jɛ fɑ tʂan tə hən wan tʂəŋ tʰɑ tsai ɚ ɫiŋ i ɚ niɛn tɕiou jou tʂə kə ɕiɑŋ kɑŋ tɕiɑu y tɕy piɛn ɫiɛ tɕiŋ fei ɫai tʰuei tɔŋ tiɛn tsɨ tɕiɑu kʰə ʂu ʂɭ tʂʰɑŋ kʰai tʰʊɔ tɕi huɑ
Train/Clean/Wav/GJ/20160314/GJ_20160314_019|train|而且 我 剛剛 提到 說 它 是 開放 的 所以 是 對 學生 或 對 大家 都 是 完全 的 免費 而且 它 是 由 加拿大 的 一 個 政府 來 撥款 成立 的 一 個 計畫 他 是 加拿大 第 一 個 大規模 提供 線上 免費 教科書 的 一 個 計畫 在 目前 為止 他 已經 推出 七十本 的 大學 用 的 這 個 數位 教科書 算是 非常 可觀|ɚ tɕʰiɛ wɔ kɑŋ kɑŋ tʰi tɑu ʂʊɔ tʰɑ ʂɭ kʰai fɑŋ tə sʊɔ i ʂɭ tuei ɕyɛ ʂəŋ hʊɔ tuei tɑ tɕiɑ tou ʂɭ wan tɕʰyan tə miɛn fei ɚ tɕʰiɛ tʰɑ ʂɭ jou tɕiɑ nɑ tɑ tə i kə tʂəŋ fu ɫai pɔ kʰuan tʂʰəŋ ɫi tə i kə tɕi huɑ tʰɑ ʂɭ tɕiɑ nɑ tɑ ti i kə tɑ kuei mɔ tʰi kɔŋ tsai ɕiɛn miɛn fei tɕiɑu kʰə ʂu tə i kə tɕi huɑ tsai mu tɕʰiɛn wei tʂɭ tʰɑ i tɕiŋ tʰuei tʂʰu tɕʰi ʂɭ pən tə tɑ ɕyɛ jɔŋ tə tʂə kə ʂu tsɨ tɕiɑu kʰə ʂu suan ʂɭ fei tʂʰɑŋ kʰə kuan
Train/Clean/Wav/GJ/20160314/GJ_20160314_043|train|但是 我 覺得 最 特別 的 是 因為 他 所有 的 教材 都 已經 包含 了 所謂 的 共享 創意 授權 條款 也就是說 使用 的 老師 只 需要 簡單 的 著名 原 作者 的 名稱 就 可以 去 修改 它 也 可以 增刪 複印 給班 上 的 同學 使用 不用 負 擔任 何 的 版權 費用 所以 呢 學校 跟 老師 呢 就 不會 有 包袱 他 可以 因應 學生 的 學習 能力 來 調整 內容 因材施教|tan ʂɭ wɔ tɕyɛ tə tsuei tʰə piɛ tə ʂɭ jin wei tʰɑ sʊɔ jou tə tɕiɑu tsʰai tou i tɕiŋ pɑu han ɫə sʊɔ wei tə kɔŋ ɕiɑŋ tʂʰuɑŋ i ʂou tɕʰyan tʰiɑu kʰuan jɛ tɕiou ʂɭ ʂʊɔ ʂɭ jɔŋ tə ɫɑu ʂɭ tʂɭ ɕy jɑu tɕiɛn tan tə tʂu miŋ yan tsʊɔ tʂə tə miŋ tʂʰəŋ tɕiou kʰə i tɕʰy ɕiou kai tʰɑ jɛ kʰə i tsəŋ ʂan fu jin kei pan ʂɑŋ tə tʰɔŋ ɕyɛ ʂɭ jɔŋ pu jɔŋ fu tan ʐən hə tə pan tɕʰyan fei jɔŋ sʊɔ i nə ɕyɛ ɕiɑu kən ɫɑu ʂɭ nə tɕiou pu huei jou pɑu fu tʰɑ kʰə i jin jiŋ ɕyɛ ʂəŋ tə ɕyɛ ɕi nəŋ ɫi ɫai tʰiɑu tʂəŋ nei ʐɔŋ jin tsʰai ʂɭ tɕiɑu
Train/Clean/Wav/GJ/20160314/GJ_20160314_063|train|但是 由 政府 本身 資本 來 做 我 覺得 這 個 是 可能 不 是 在 比較 期待 因為 大家 可能 又 會 說 這 個 這 個 官方 的 版本 啦 對 可能 我 覺得 說 現在 以 現在 的 社會 可能 比較 不 是 那麼 適合 啦 但是 也 不 是 說 不 可行|tan ʂɭ jou tʂəŋ fu pən ʂən tsɨ pən ɫai tsʊɔ wɔ tɕyɛ tə tʂə kə ʂɭ kʰə nəŋ pu ʂɭ tsai pi tɕiɑu tɕʰi tai jin wei tɑ tɕiɑ kʰə nəŋ jou huei ʂʊɔ tʂə kə tʂə kə kuan fɑŋ tə pan pən ɫɑ tuei kʰə nəŋ wɔ tɕyɛ tə ʂʊɔ ɕiɛn tsai i ɕiɛn tsai tə ʂə huei kʰə nəŋ pi tɕiɑu pu ʂɭ nɑ mə ʂɭ hə ɫɑ tan ʂɭ jɛ pu ʂɭ ʂʊɔ pu kʰə ɕiŋ
Train/Clean/Wav/GJ/20160314/GJ_20160314_073|test|老師 跟 我們 聊到 這 啦 還 有 我 相信 聽眾 一定 對 這 部分 都 非常 有 興趣 那 我們 先 休息 一下 我們 待會 再 回到 現場 讓 老師 來 繼續 跟 我們 談一談 國中小 在 推動 數位 學習 的 這 個 部分|ɫɑu ʂɭ kən wɔ mən ɫiɑu tɑu tʂə ɫɑ hai jou wɔ ɕiɑŋ ɕin tʰiŋ tʂɔŋ i tiŋ tuei tʂə pu fən tou fei tʂʰɑŋ jou ɕiŋ tɕʰy nɑ wɔ mən ɕiɛn ɕiou ɕi i ɕiɑ wɔ mən tai huei tsai huei tɑu ɕiɛn tʂʰɑŋ ʐɑŋ ɫɑu ʂɭ ɫai tɕi ɕy kən wɔ mən tʰan i tʰan kʊɔ tʂɔŋ ɕiɑu tsai tʰuei tɔŋ ʂu tsɨ ɕyɛ ɕi tə tʂə kə pu fən
Train/Clean/Wav/GJ/20160314/GJ_20160314_024|train|所以 在 他 的 聯邦 教育部 跟 聯邦 家庭 部來 合作 他 宣佈 說 從 二零一六年 開始 所有 高中 使用 的 各 版本 教科書 同時 會 推出 紙本 跟 數位 這 兩 種 形式 然後 來供 學生 自由 的 去 選用|sʊɔ i tsai tʰɑ tə ɫiɛn pɑŋ tɕiɑu y pu kən ɫiɛn pɑŋ tɕiɑ tʰiŋ pu ɫai hə tsʊɔ tʰɑ ɕyan pu ʂʊɔ tsʰɔŋ ɚ ɫiŋ i ɫiou niɛn kʰai ʂɭ sʊɔ jou kɑu tʂɔŋ ʂɭ jɔŋ tə kə pan pən tɕiɑu kʰə ʂu tʰɔŋ ʂɭ huei tʰuei tʂʰu tʂɭ pən kən ʂu tsɨ tʂə ɫiɑŋ tʂɔŋ ɕiŋ ʂɭ ʐan hou ɫai kɔŋ ɕyɛ ʂəŋ tsɨ jou tə tɕʰy ɕyan jɔŋ
Train/Clean/Wav/GJ/20160314/GJ_20160314_022|train|所以 在 大學 推動 數位 教科書 也 算是 能夠 稍稍 舒緩 學生 的 經濟 壓力 這 個 點子 在 臺灣 也 可以 來試 看看 那 我們 來到 奧地利 來 看看 其實 在 奧地利 他 也 是 由 政府 來 編列 經費 購買 學生 的 這 個 教科書 免費 供應給 學生|sʊɔ i tsai tɑ ɕyɛ tʰuei tɔŋ ʂu tsɨ tɕiɑu kʰə ʂu jɛ suan ʂɭ nəŋ kou ʂɑu ʂɑu ʂu huan ɕyɛ ʂəŋ tə tɕiŋ tɕi jɑ ɫi tʂə kə tiɛn tsɨ tsai tʰai wan jɛ kʰə i ɫai ʂɭ kʰan kʰan nɑ wɔ mən ɫai tɑu ɑu ti ɫi ɫai kʰan kʰan tɕʰi ʂɭ tsai ɑu ti ɫi tʰɑ jɛ ʂɭ jou tʂəŋ fu ɫai piɛn ɫiɛ tɕiŋ fei kou mai ɕyɛ ʂəŋ tə tʂə kə tɕiɑu kʰə ʂu miɛn fei kɔŋ jiŋ kei ɕyɛ ʂəŋ
Train/Clean/Wav/GJ/20160314/GJ_20160314_067|train|我們 老師 長期 在 關注 國中小 的 這一 個 數位 的 教學 那 不 曉得 老師 對於 說 我們 目前 在 國中小 推動 這 個 數位 學習 老師 對 這 部分 的 政策 或者 是 作法 有 什麼樣 的 想法 跟 看法|wɔ mən ɫɑu ʂɭ tʂʰɑŋ tɕʰi tsai kuan tʂu kʊɔ tʂɔŋ ɕiɑu tə tʂə i kə ʂu tsɨ tə tɕiɑu ɕyɛ nɑ pu ɕiɑu tə ɫɑu ʂɭ tuei y ʂʊɔ wɔ mən mu tɕʰiɛn tsai kʊɔ tʂɔŋ ɕiɑu tʰuei tɔŋ tʂə kə ʂu tsɨ ɕyɛ ɕi ɫɑu ʂɭ tuei tʂə pu fən tə tʂəŋ tsʰə hʊɔ tʂə ʂɭ tsʊɔ fɑ jou ʂən mə jɑŋ tə ɕiɑŋ fɑ kən kʰan fɑ
Train/Clean/Wav/GJ/20160314/GJ_20160314_012|train|你 想想 看 如果說 像 這 個 生物 課本 裡面 提到 的 這 個 或者 是 什麼 奈米 碳管 這 些 很 抽象 的 名詞 那 如果說 我們 配合 一些 這 個 科技 的 擴增 實境 能夠 讓 這 些 科學 名詞 變成 立體 的 三 影響|ni ɕiɑŋ ɕiɑŋ kʰan ʐu kʊɔ ʂʊɔ ɕiɑŋ tʂə kə ʂəŋ w kʰə pən ɫi miɛn tʰi tɑu tə tʂə kə hʊɔ tʂə ʂɭ ʂən mə nɑ mi tʰan kuan tʂə ɕiɛ hən tʂʰou ɕiɑŋ tə miŋ tsʰɨ nɑ ʐu kʊɔ ʂʊɔ wɔ mən pʰei hə i ɕiɛ tʂə kə kʰə tɕi tə kʰʊɔ tsəŋ ʂɭ tɕiŋ nəŋ kou ʐɑŋ tʂə ɕiɛ kʰə ɕyɛ miŋ tsʰɨ piɛn tʂʰəŋ ɫi tʰi tə san jiŋ ɕiɑŋ
Train/Clean/Wav/GJ/20160314/GJ_20160314_025|train|它 為了 這 個 把 紙本 變成 數位 變成 一 個 的 形式 他們 這 兩 個 部會 編列 大概 新臺幣 三 千萬 那 未來 呢 他們 希望 能夠 讓 每 個 學生 都 有 自己 適合 的 一 個 資訊 學習 設備|tʰɑ wei ɫə tʂə kə pɑ tʂɭ pən piɛn tʂʰəŋ ʂu tsɨ piɛn tʂʰəŋ i kə tə ɕiŋ ʂɭ tʰɑ mən tʂə ɫiɑŋ kə pu huei piɛn ɫiɛ tɑ kai ɕin tʰai pi san tɕʰiɛn wan nɑ wei ɫai nə tʰɑ mən ɕi wɑŋ nəŋ kou ʐɑŋ mei kə ɕyɛ ʂəŋ tou jou tsɨ tɕi ʂɭ hə tə i kə ɕin ɕi ɕyɛ ɕi ʂə pei
Train/Clean/Wav/GJ/20160314/GJ_20160314_068|train|嚴格 來講 目前 我們 這 個 可能 不能 把 它 當成 一 個 政策 雖然 說 有 白皮書 但是 比如說 早期 我們 再 推 這 個 的 電視 十八號 目前 所謂 的 這 種 行動 學習 等等 有 很多 條件 的 限制|jɛn kə ɫai tɕiɑŋ mu tɕʰiɛn wɔ mən tʂə kə kʰə nəŋ pu nəŋ pɑ tʰɑ tɑŋ tʂʰəŋ i kə tʂəŋ tsʰə suei ʐan ʂʊɔ jou pai pʰi ʂu tan ʂɭ pi ʐu ʂʊɔ tsɑu tɕʰi wɔ mən tsai tʰuei tʂə kə tə tiɛn ʂɭ ʂɭ pɑ hɑu mu tɕʰiɛn sʊɔ wei tə tʂə tʂɔŋ ɕiŋ tɔŋ ɕyɛ ɕi təŋ təŋ jou hən tʊɔ tʰiɑu tɕiɛn tə ɕiɛn tʂɭ
Train/Clean/Wav/GJ/20160314/GJ_20160314_031|train|那 日本 的 教育部 也 就是 他 的 文部 科學 審 它 在 推動 這 個 資訊化 在 教育 上 的 應用 並且 積極 的 鼓勵 各級 學校 的 學生 來 使用 數位 教科書 那 同時 呢 他 也 起動 了 一 些 數位 教科書 的 相關 的 研究 跟 實驗|nɑ ʐɭ pən tə tɕiɑu y pu jɛ tɕiou ʂɭ tʰɑ tə wʊn pu kʰə ɕyɛ ʂən tʰɑ tsai tʰuei tɔŋ tʂə kə ɕin ɕi huɑ tsai tɕiɑu y ʂɑŋ tə jiŋ jɔŋ piŋ tɕʰiɛ tɕi tɕi tə ku ɫi kə tɕi ɕyɛ ɕiɑu tə ɕyɛ ʂəŋ ɫai ʂɭ jɔŋ ʂu tsɨ tɕiɑu kʰə ʂu nɑ tʰɔŋ ʂɭ nə tʰɑ jɛ tɕʰi tɔŋ ɫə i ɕiɛ ʂu tsɨ tɕiɑu kʰə ʂu tə ɕiɑŋ kuan tə jɛn tɕiou kən ʂɭ jɛn
Train/Clean/Wav/GJ/20160314/GJ_20160314_030|train|他們 把 這 個 數位 教科書 當作 一 個 國家 的 一 個 教育 戰略 在 處理 他 也 明確 的 宣示 說 他們 要 利用 數位 教科書 來 充實 教學 內容|tʰɑ mən pɑ tʂə kə ʂu tsɨ tɕiɑu kʰə ʂu tɑŋ tsʊɔ i kə kʊɔ tɕiɑ tə i kə tɕiɑu y tʂan ɫyɛ tsai tʂʰu ɫi tʰɑ jɛ miŋ tɕʰyɛ tə ɕyan ʂɭ ʂʊɔ tʰɑ mən jɑu ɫi jɔŋ ʂu tsɨ tɕiɑu kʰə ʂu ɫai tʂʰɔŋ ʂɭ tɕiɑu ɕyɛ nei ʐɔŋ
